ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
9975	"ENSG00000177239"	"MAN1B1"	chr9	+	137101483	137105916	137101483	137101672	137105829	137105916	9975	1841,2289	0,4	1085,1360	4,0	4256	99	0.647671514633	0.8742489204867694	1.0,0.93	0.863,1.0	0.034
9976	"ENSG00000177239"	"MAN1B1"	chr9	+	137101483	137106315	137101483	137101672	137106124	137106315	9976	2037,2515	171,208	1236,1505	453,426	4551	99	0	0.0	0.206,0.208	0.056,0.071	0.143
9977	"ENSG00000177239"	"MAN1B1"	chr9	+	137101483	137106315	137101483	137105916	137106124	137106315	9977	258,310	30,31	185,179	23,22	307	99	0.563670374394	0.7996037277938416	0.735,0.763	0.722,0.724	0.026
9979	"ENSG00000177239"	"MAN1B1"	chr9	+	137106124	137106809	137106124	137106315	137106688	137106809	9979	32,69	278,272	69,81	462,386	472	99	0.933224820646	1.0	0.024,0.051	0.03,0.042	0.001
9980	"ENSG00000177239"	"MAN1B1"	chr9	+	137107249	137107662	137107249	137107447	137107530	137107662	9980	27,8	186,212	39,53	301,261	182	99	0.00427822619681	0.015391641753278682	0.073,0.02	0.066,0.099	-0.036
9981	"ENSG00000177239"	"MAN1B1"	chr9	+	137107249	137107662	137107249	137107447	137107534	137107662	9981	29,10	0,10	49,60	11,7	186	99	0.928369223885	1.0	1.0,0.347	0.703,0.82	-0.088
9982	"ENSG00000177239"	"MAN1B1"	chr9	+	137107249	137107662	137107249	137107447	137107537	137107662	9982	36,34	146,155	63,79	262,205	189	99	0.137486380807	0.2749371341507175	0.114,0.103	0.112,0.168	-0.032
9983	"ENSG00000177239"	"MAN1B1"	chr9	+	137107249	137107662	137107249	137107447	137107541	137107662	9983	49,38	2,0	74,99	0,0	193	99	0.37018766558	0.5956501699918391	0.926,1.0	1.0,1.0	-0.037
9984	"ENSG00000177239"	"MAN1B1"	chr9	+	137107530	137109180	137107530	137107662	137108387	137109180	9984	126,179	349,410	314,245	577,527	824	99	0.0750593230772	0.1693168068362328	0.042,0.05	0.061,0.053	-0.011
9985	"ENSG00000023191"	"RNH1"	chr11	-	499014	499999	499014	499185	499828	499999	9985	399,548	591,735	382,419	1158,1291	742	99	2.63489230434e-11	6.496314349070856e-10	0.083,0.09	0.042,0.042	0.044
9986	"ENSG00000235823"	"OLMALINC"	chr10	+	100381215	100383372	100381215	100381448	100382427	100383372	9986	367,401	47,24	413,246	56,36	1078	99	0.107820295026	0.22622327806298043	0.418,0.605	0.404,0.386	0.116
9989	"ENSG00000099849"	"RASSF7"	chr11	+	563188	563478	563188	563317	563395	563478	9989	563,635	36,52	438,288	15,12	177	99	0.00290927808827	0.01106816635617267	0.897,0.872	0.942,0.931	-0.052
9990	"ENSG00000176155"	"CCDC57"	chr17	-	82193755	82194139	82193755	82193830	82193981	82194139	9990	19,4	13,8	10,27	8,0	250	99	0.0294345571558	0.07820852741313704	0.367,0.165	0.331,1.0	-0.399
9991	"ENSG00000107796"	"ACTA2"	chr10	-	88939506	88941390	88939506	88939698	88941228	88941390	9991	17,8	15,23	27,17	60,57	1629	99	0.144711662981	0.2864904831258022	0.064,0.021	0.027,0.018	0.02
9992	"ENSG00000107796"	"ACTA2"	chr10	-	88947257	88948953	88947257	88947386	88948801	88948953	9992	0,2	24,17	11,3	63,79	1514	99	1	1.0	0.0,0.008	0.011,0.002	-0.002
9993	"ENSG00000269609"	"C10orf95-AS1"	chr10	+	102451398	102452187	102451398	102451555	102452089	102452187	9993	169,228	47,57	165,161	33,31	633	99	0.148455851053	0.29217898560979366	0.36,0.385	0.439,0.448	-0.071
9994	"ENSG00000293313"	"ZNF37BP"	chr10	-	42551572	42552542	42551572	42551858	42551989	42552542	9994	13,26	0,5	7,18	1,4	230	99	0.430175772916	0.6653164124302732	1.0,0.691	0.751,0.66	0.14
9995	"ENSG00000293313"	"ZNF37BP"	chr10	-	42551576	42552808	42551576	42551814	42551989	42552808	9995	14,32	25,33	10,21	10,7	274	99	0.0894293525894	0.194950936139096	0.168,0.259	0.265,0.52	-0.179
9997	"ENSG00000293313"	"ZNF37BP"	chr10	-	42551989	42552542	42551989	42552280	42552387	42552542	9997	22,17	0,5	9,26	1,2	206	99	0.54813719311	0.7863868226863487	1.0,0.62	0.812,0.862	-0.027
9998	"ENSG00000293313"	"ZNF37BP"	chr10	-	42551989	42552596	42551989	42552280	42552564	42552596	9998	32,39	0,0	12,54	2,0	383	99	0.554331536952	0.7911552562712381	1.0,1.0	0.608,1.0	0.196
10000	"ENSG00000293313"	"ZNF37BP"	chr10	-	42551989	42552808	42551989	42552280	42552569	42552808	10000	32,39	2,0	12,56	2,0	388	99	0.598594731652	0.8309687972942047	0.803,1.0	0.605,1.0	0.099
10004	"ENSG00000116670"	"MAD2L2"	chr1	-	11675657	11676140	11675657	11675731	11676045	11676140	10004	200,192	1223,1227	138,219	1317,2409	413	99	8.98082090911e-05	0.0005365137914942404	0.038,0.036	0.025,0.021	0.014
10005	"ENSG00000116670"	"MAD2L2"	chr1	-	11680352	11680613	11680352	11680471	11680561	11680613	10005	25,28	1092,1183	40,72	1308,2326	189	99	0.138942785924	0.2772747553595831	0.012,0.012	0.016,0.016	-0.004
10006	"ENSG00000107938"	"EDRF1"	chr10	+	125763300	125764143	125763300	125763524	125764040	125764143	10006	728,834	1,2	918,729	0,2	615	99	1	1.0	0.992,0.985	1.0,0.983	-0.003
10014	"ENSG00000149100"	"EIF3M"	chr11	+	32593865	32595013	32593865	32593949	32594913	32595013	10014	1052,1201	3562,4088	737,959	2723,2972	1063	99	0.997711022233	1.0	0.027,0.027	0.025,0.029	-0.0
10017	"ENSG00000139044"	"B4GALNT3"	chr12	+	552466	553983	552466	552528	553190	553983	10017	32,46	2,3	125,210	70,43	761	99	0.000260385255118	0.0013764207010282586	0.675,0.666	0.189,0.389	0.382
10018	"ENSG00000139044"	"B4GALNT3"	chr12	+	552466	553983	552466	552528	553193	553983	10018	32,46	0,1	126,211	18,20	764	99	2.02115795833e-05	0.00014261292747914578	1.0,0.856	0.476,0.578	0.401
10019	"ENSG00000276462"	"LINC03025"	chr9	-	41102730	41105159	41102730	41102841	41103684	41105159	10019	4,3	6,10	0,0	1,14	942	99	0.053245087005	0.12816354847710074	0.065,0.031	0.0,0.0	0.048
10021	"ENSG00000133316"	"WDR74"	chr11	-	62833617	62833937	62833617	62833674	62833791	62833937	10021	53,46	363,454	53,89	487,571	216	99	0.58558417111	0.8201366694112286	0.063,0.044	0.048,0.067	-0.004
10023	"ENSG00000182199"	"SHMT2"	chr12	+	57230802	57231913	57230802	57231000	57231712	57231913	10023	151,155	5,5	161,207	32,66	811	99	1.41661127273e-11	3.6079172249694426e-10	0.787,0.791	0.38,0.277	0.461
10024	"ENSG00000182199"	"SHMT2"	chr12	+	57232210	57232575	57232210	57232292	57232424	57232575	10024	42,34	15,25	49,58	20,26	231	99	0.543818718905	0.782956913020501	0.545,0.368	0.512,0.489	-0.044
10025	"ENSG00000182199"	"SHMT2"	chr12	+	57232210	57232575	57232210	57232292	57232452	57232575	10025	53,50	1862,2100	66,74	1863,2253	259	99	0.135392540589	0.2717358220351919	0.011,0.009	0.013,0.012	-0.003
10026	"ENSG00000182199"	"SHMT2"	chr12	+	57232210	57232575	57232210	57232292	57232482	57232575	10026	361,401	0,3	366,497	0,0	289	99	1	1.0	1.0,0.979	1.0,1.0	-0.01
10027	"ENSG00000182199"	"SHMT2"	chr12	+	57234002	57234726	57234002	57234110	57234233	57234726	10027	45,49	1643,1822	62,73	1890,2120	222	99	0.207198034728	0.3809738465561058	0.012,0.012	0.014,0.015	-0.002
10028	"ENSG00000278311"	"GGNBP2"	chr17	+	36577982	36579419	36577982	36578186	36579244	36579419	10028	243,269	351,424	151,192	336,368	1157	99	0.0196721402241	0.055831818485682125	0.056,0.051	0.037,0.043	0.014
10029	"ENSG00000082898"	"XPO1"	chr2	-	61483936	61485962	61483936	61484105	61485767	61485962	10029	90,137	516,451	215,274	601,830	1761	99	0.00466923565237	0.016559049416056657	0.01,0.017	0.02,0.018	-0.005
10030	"ENSG00000082898"	"XPO1"	chr2	-	61492566	61494091	61492566	61492748	61493893	61494091	10030	136,132	1,0	131,216	0,0	1244	99	1	1.0	0.915,1.0	1.0,1.0	-0.042
10031	"ENSG00000082898"	"XPO1"	chr2	-	61493893	61495613	61493893	61494091	61495454	61495613	10031	37,64	361,373	52,64	424,724	1462	99	0.843740966975	1.0	0.007,0.011	0.008,0.006	0.002
10032	"ENSG00000082898"	"XPO1"	chr2	-	61496878	61498913	61496878	61497007	61498672	61498913	10032	44,56	443,520	42,60	586,855	1764	99	1	1.0	0.006,0.006	0.004,0.004	0.002
10034	"ENSG00000082898"	"XPO1"	chr2	-	61498672	61498913	61498672	61498792	61498864	61498913	10034	30,37	421,437	41,69	448,722	171	99	0.311118870199	0.521369016574524	0.04,0.047	0.05,0.052	-0.008
10036	"ENSG00000082898"	"XPO1"	chr2	-	61537561	61538356	61537561	61537668	61538137	61538356	10036	620,698	0,1	664,887	0,0	568	99	1	1.0	1.0,0.992	1.0,1.0	-0.004
10037	"ENSG00000161638"	"ITGA5"	chr12	-	54399644	54400995	54399644	54399758	54400845	54400995	10037	151,178	4,0	268,293	6,8	1186	99	0.103170935337	0.2186679780268138	0.759,1.0	0.789,0.754	0.108
10038	"ENSG00000161638"	"ITGA5"	chr12	-	54403186	54403779	54403186	54403324	54403624	54403779	10038	28,25	263,310	13,33	1176,1245	399	99	3.4844810949e-05	0.0002314091274470164	0.026,0.02	0.003,0.007	0.018
10039	"ENSG00000161638"	"ITGA5"	chr12	-	54404429	54404894	54404429	54404475	54404702	54404894	10039	10,6	261,320	37,34	846,1054	326	99	0.646544925061	0.8731864169926036	0.012,0.006	0.013,0.01	-0.002
10040	"ENSG00000105221"	"AKT2"	chr19	-	40235889	40236385	40235889	40236104	40236256	40236385	10040	70,53	805,872	65,126	985,1129	251	99	0.214638022556	0.3920382532697401	0.033,0.023	0.025,0.042	-0.006
10041	"ENSG00000105221"	"AKT2"	chr19	-	40236256	40238091	40236256	40236385	40237968	40238091	10041	665,701	750,832	604,641	912,1078	1682	99	0.00473937486224	0.01675389638658089	0.05,0.047	0.038,0.034	0.012
10042	"ENSG00000132141"	"CCT6B"	chr17	-	34939182	34939713	34939182	34939330	34939616	34939713	10042	2,2	11,30	0,1	45,40	385	99	0.562506041777	0.7986915103141833	0.045,0.017	0.0,0.006	0.028
10043	"ENSG00000179889"	"PDXDC1"	chr16	+	15031734	15032979	15031734	15031906	15032860	15032979	10043	314,326	364,349	110,176	346,440	1053	99	6.09268191454e-12	1.6497272398071994e-10	0.075,0.081	0.029,0.036	0.045
10045	"ENSG00000012822"	"CALCOCO1"	chr12	-	53713700	53714241	53713700	53713900	53714132	53714241	10045	326,445	271,334	427,352	392,421	331	99	0.0229424493073	0.06334414357940397	0.265,0.285	0.246,0.2	0.052
10046	"ENSG00000012822"	"CALCOCO1"	chr12	-	53721466	53722183	53721466	53721615	53722024	53722183	10046	92,112	360,500	92,137	598,530	508	99	0.27841581185	0.4805490539133191	0.047,0.042	0.029,0.048	0.006
10048	"ENSG00000125651"	"GTF2F1"	chr19	-	6380903	6381195	6380903	6381042	6381121	6381195	10048	29,31	673,735	67,79	930,864	178	99	0.000322224229569	0.0016615071010664187	0.023,0.023	0.039,0.048	-0.02
10049	"ENSG00000125651"	"GTF2F1"	chr19	-	6381358	6381615	6381358	6381478	6381553	6381615	10049	38,47	880,952	54,100	1030,1167	174	99	0.016879155127	0.04924266266236628	0.024,0.027	0.029,0.046	-0.012
10052	"ENSG00000111144"	"LTA4H"	chr12	-	96009093	96013258	96009093	96009148	96013187	96013258	10052	779,1032	951,1044	2352,2388	3299,3701	4138	99	0.00942212878119	0.030145343202505486	0.019,0.023	0.017,0.015	0.005
10053	"ENSG00000102225"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703	10053	270,352	0,3	370,511	12,43	654	99	3.18258811527e-08	4.3087776290418574e-07	1.0,0.947	0.824,0.643	0.24
10054	"ENSG00000102225"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227159	47227223	10054	5,7	1,8	23,17	17,11	159	99	0.880179129928	1.0	0.757,0.353	0.457,0.49	0.081
10055	"ENSG00000102225"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227180	47227223	10055	8,17	331,444	37,31	888,900	180	99	0.406471412403	0.6387008371792338	0.013,0.021	0.022,0.019	-0.003
10056	"ENSG00000102225"	"CDK16"	chrX	+	47228566	47228990	47228566	47228644	47228730	47228990	10056	11,12	389,413	15,35	1021,954	185	99	0.820343389608	1.0	0.015,0.015	0.008,0.019	0.001
10057	"ENSG00000204482"	"LST1"	chr6	+	31587199	31588909	31587199	31587318	31588517	31588909	10057	121,150	6,12	35,45	12,7	1298	99	0.00115796679891	0.005003376140643041	0.606,0.488	0.182,0.329	0.291
10058	"ENSG00000204482"	"LST1"	chr6	+	31587199	31588909	31587199	31587318	31588562	31588909	10058	133,164	2,4	42,47	2,1	1343	99	0.773722958509	0.976181814921382	0.831,0.751	0.608,0.776	0.099
10061	"ENSG00000123384"	"LRP1"	chr12	+	57204626	57205249	57204626	57204749	57205108	57205249	10061	10,25	27,24	45,34	144,89	458	99	0.0330717709835	0.08636712577992199	0.074,0.184	0.063,0.076	0.059
10062	"ENSG00000123384"	"LRP1"	chr12	+	57208037	57208817	57208037	57208216	57208710	57208817	10062	0,4	37,71	22,24	282,109	593	99	0.0133795432847	0.04055969384262384	0.0,0.009	0.013,0.035	-0.019
10063	"ENSG00000144061"	"NPHP1"	chr2	-	110143541	110144569	110143541	110143641	110144492	110144569	10063	2,0	11,16	2,6	25,20	950	99	0.605794313917	0.8374981584553007	0.019,0.0	0.008,0.03	-0.009
10065	"ENSG00000144061"	"NPHP1"	chr2	-	110163047	110164730	110163047	110163132	110164519	110164730	10065	39,44	0,0	44,54	1,0	1486	99	1	1.0	1.0,1.0	0.746,1.0	0.127
10067	"ENSG00000144061"	"NPHP1"	chr2	-	110163047	110164730	110163047	110163132	110164687	110164730	10067	43,51	2,2	59,66	5,8	1654	99	0.0867546636105	0.19009900377691724	0.563,0.604	0.414,0.331	0.211
10068	"ENSG00000144061"	"NPHP1"	chr2	-	110163047	110164730	110163047	110163135	110164687	110164730	10068	41,51	2,4	59,63	10,8	1651	99	0.0984654967953	0.21054536956756167	0.551,0.433	0.261,0.321	0.201
10069	"ENSG00000144061"	"NPHP1"	chr2	-	110178422	110179684	110178422	110178547	110179623	110179684	10069	0,8	7,6	1,7	36,30	1175	99	0.0354217409153	0.09145184832498165	0.0,0.101	0.002,0.019	0.04
10071	"ENSG00000092531"	"SNAP23"	chr15	+	42512954	42513447	42512954	42512996	42513173	42513447	10071	134,220	2,2	109,147	0,0	276	99	0.908946093566	1.0	0.96,0.975	1.0,1.0	-0.032
10072	"ENSG00000092531"	"SNAP23"	chr15	+	42512954	42513447	42512954	42512996	42513335	42513447	10072	299,400	1,1	218,286	0,5	438	99	0.122548881299	0.2510511592737943	0.985,0.989	1.0,0.928	0.023
10073	"ENSG00000092531"	"SNAP23"	chr15	+	42512954	42513447	42512954	42512996	42513398	42513447	10073	353,468	449,546	273,401	458,891	501	99	9.01811953887e-05	0.0005378116575074172	0.134,0.145	0.105,0.082	0.046
10074	"ENSG00000092531"	"SNAP23"	chr15	+	42513173	42513447	42513173	42513209	42513398	42513447	10074	272,332	0,2	204,299	0,0	288	99	1	1.0	1.0,0.983	1.0,1.0	-0.008
10075	"ENSG00000089041"	"P2RX7"	chr12	+	121177146	121177446	121177146	121177212	121177296	121177446	10075	0,0	1,2	2,0	0,0	183	99	1	1.0	0.0,0.0	1.0,NA	-1.0
10076	"ENSG00000198270"	"TMEM116"	chr12	-	111933885	111936830	111933885	111934030	111936691	111936830	10076	145,140	41,62	66,131	38,40	2760	99	0.564920379476	0.8005718177581918	0.113,0.075	0.059,0.105	0.012
10078	"ENSG00000166012"	"TAF1D"	chr11	-	93730676	93731216	93730676	93730712	93731149	93731216	10078	1554,1555	699,790	900,1067	878,1134	536	99	5.0538462304e-12	1.3978685075267668e-10	0.291,0.267	0.159,0.148	0.126
10079	"ENSG00000166012"	"TAF1D"	chr11	-	93736693	93737239	93736693	93736751	93737063	93737239	10079	418,481	626,825	277,436	449,368	411	99	0.0245175529832	0.06692676206981053	0.139,0.123	0.129,0.222	-0.044
10080	"ENSG00000135968"	"GCC2"	chr2	+	108449632	108451112	108449632	108449689	108451027	108451112	10080	18,11	145,116	10,11	89,136	1437	99	1	1.0	0.008,0.006	0.008,0.006	0.0
10081	"ENSG00000135968"	"GCC2"	chr2	+	108468979	108472116	108468979	108469084	108469650	108472116	10081	53,70	76,127	10,39	51,80	665	99	0.0184932408529	0.053092388267049595	0.094,0.076	0.028,0.068	0.037
10082	"ENSG00000135968"	"GCC2"	chr2	+	108495290	108497109	108495290	108495485	108496969	108497109	10082	46,45	192,212	30,22	187,304	1583	99	0.0663068004061	0.15301721852089525	0.015,0.013	0.01,0.005	0.006
10083	"ENSG00000139350"	"NEDD1"	chr12	+	96907603	96907856	96907603	96907624	96907701	96907856	10083	136,197	6,13	117,238	0,4	176	99	0.000250349260307	0.0013277974170371953	0.927,0.895	1.0,0.971	-0.075
10085	"ENSG00000139190"	"VAMP1"	chr12	-	6462236	6464941	6462236	6462842	6464889	6464941	10085	3738,4297	7,11	2441,2594	24,29	2146	99	6.30341945307e-09	1.0008948131551685e-07	0.961,0.947	0.824,0.805	0.139
10086	"ENSG00000139190"	"VAMP1"	chr12	-	6462236	6464941	6462236	6464486	6464889	6464941	10086	951,1022	0,0	482,586	3,1	502	99	0.547864820859	0.7862452474075433	1.0,1.0	0.969,0.991	0.02
10088	"ENSG00000111752"	"PHC1"	chr12	+	8922632	8922788	8922632	8922656	8922732	8922788	10088	434,529	20,19	320,411	2,0	175	99	3.15734732803e-08	4.2821176327605464e-07	0.925,0.94	0.989,1.0	-0.062
10089	"ENSG00000111752"	"PHC1"	chr12	+	8932562	8933350	8932562	8932813	8933206	8933350	10089	176,227	0,1	111,150	0,0	492	99	1	1.0	1.0,0.979	1.0,1.0	-0.01
10090	"ENSG00000111752"	"PHC1"	chr12	+	8932562	8933350	8932562	8932831	8933206	8933350	10090	134,181	1,2	91,104	6,0	474	99	0.134226549084	0.2698869930383606	0.966,0.95	0.76,1.0	0.078
10093	"ENSG00000123329"	"ARHGAP9"	chr12	-	57476070	57476454	57476070	57476166	57476363	57476454	10093	56,67	183,195	6,14	66,64	296	99	0.00222508702965	0.008819207297282512	0.093,0.103	0.03,0.068	0.049
10094	"ENSG00000123329"	"ARHGAP9"	chr12	-	57476589	57476963	57476589	57476651	57476870	57476963	10094	131,186	182,267	31,41	85,48	318	99	0.209319852932	0.3841429976400105	0.183,0.178	0.102,0.21	0.024
10095	"ENSG00000123329"	"ARHGAP9"	chr12	-	57477155	57477680	57477155	57477269	57477458	57477680	10095	9,5	198,271	8,0	64,117	288	99	0.740179218967	0.9518397109637927	0.015,0.006	0.041,0.0	-0.01
10096	"ENSG00000166908"	"PIP4K2C"	chr12	+	57601525	57603418	57601525	57601636	57601925	57603418	10096	326,384	4,2	468,486	5,3	388	99	0.923461616451	1.0	0.954,0.98	0.96,0.976	-0.001
10097	"ENSG00000287908"	NA	chr12	+	57616783	57617288	57616783	57616897	57617229	57617288	10097	113,160	5,2	655,443	7,0	431	99	0.0330076788356	0.08623991148574536	0.838,0.948	0.956,1.0	-0.085
10098	"ENSG00000135452"	"TSPAN31"	chr12	+	57746175	57746720	57746175	57746256	57746588	57746720	10098	36,61	0,0	101,66	2,0	431	99	0.381500149915	0.6092791094565511	1.0,1.0	0.921,1.0	0.039
10099	"ENSG00000135452"	"TSPAN31"	chr12	+	57746175	57746720	57746175	57746256	57746592	57746720	10099	36,61	0,2	101,66	0,0	435	99	0.562900715637	0.7989401044360195	1.0,0.874	1.0,1.0	-0.063
10100	"ENSG00000133641"	"RLIG1"	chr12	+	88043598	88045779	88043598	88043715	88045581	88045779	10100	88,128	218,277	69,87	297,455	1965	99	3.2929808802e-06	2.8141676027135547e-05	0.02,0.023	0.012,0.01	0.01
10101	"ENSG00000175899"	"A2M"	chr12	-	9067711	9068224	9067711	9067839	9068182	9068224	10101	1,1	0,0	12,1	105,187	442	99	0.000392526868726	0.0019669674324406116	1.0,1.0	0.025,0.001	0.987
10102	"ENSG00000133858"	"ZFC3H1"	chr12	-	71611057	71611887	71611057	71611097	71611785	71611887	10102	244,232	200,302	264,235	275,223	787	99	0.738322455971	0.9506497627068766	0.133,0.088	0.108,0.117	-0.002
10103	"ENSG00000133858"	"ZFC3H1"	chr12	-	71656342	71657301	71656342	71656563	71656884	71657301	10103	5,6	0,2	2,1	0,0	420	99	0.346384414264	0.5669243955196793	1.0,0.414	1.0,1.0	-0.293
10104	"ENSG00000111077"	"TNS2"	chr12	+	53058315	53058637	53058315	53058445	53058571	53058637	10104	0,2	8,25	1,3	23,34	225	99	0.443377387922	0.6791349682985965	0.0,0.034	0.019,0.037	-0.011
10105	"ENSG00000111077"	"TNS2"	chr12	+	53059046	53060258	53059046	53059971	53060166	53060258	10105	37,53	0,1	99,83	0,0	294	99	1	1.0	1.0,0.947	1.0,1.0	-0.026
10106	"ENSG00000111077"	"TNS2"	chr12	+	53060674	53061264	53060674	53060759	53060848	53061264	10106	29,59	1,0	75,87	0,0	188	99	1	1.0	0.939,1.0	1.0,1.0	-0.03
10108	"ENSG00000111077"	"TNS2"	chr12	+	53062619	53063257	53062619	53062697	53063088	53063257	10108	0,8	9,16	15,8	48,45	490	99	0.786621795945	0.9859282766456984	0.0,0.092	0.059,0.035	-0.001
10109	"ENSG00000125967"	"NECAB3"	chr20	-	33657086	33657857	33657086	33657146	33657789	33657857	10109	284,295	0,2	355,395	1,2	742	99	0.593677066285	0.8266701408374856	1.0,0.952	0.979,0.963	0.005
10110	"ENSG00000125967"	"NECAB3"	chr20	-	33659496	33659732	33659496	33659550	33659652	33659732	10110	10,20	31,34	41,58	55,57	201	99	0.0150288424246	0.044641099688467356	0.137,0.225	0.269,0.334	-0.12
10112	"ENSG00000125967"	"NECAB3"	chr20	-	33659884	33660395	33659884	33660003	33660258	33660395	10112	70,58	11,21	68,96	30,12	354	99	0.983278798646	1.0	0.64,0.436	0.388,0.691	-0.001
10113	"ENSG00000125967"	"NECAB3"	chr20	-	33659884	33660395	33659884	33660034	33660258	33660395	10113	64,53	12,12	63,77	6,11	323	99	0.122492815448	0.25100293595650985	0.62,0.575	0.763,0.682	-0.125
10114	"ENSG00000125967"	"NECAB3"	chr20	-	33659884	33660395	33659884	33660058	33660258	33660395	10114	62,51	11,3	51,74	13,11	299	99	0.237550731747	0.4237584366369855	0.651,0.849	0.565,0.69	0.123
10115	"ENSG00000125967"	"NECAB3"	chr20	-	33669374	33669712	33669374	33669472	33669686	33669712	10115	14,7	19,24	19,18	6,11	313	99	0.00045271188984	0.002232317989709444	0.189,0.084	0.5,0.341	-0.284
10116	"ENSG00000002016"	"RAD52"	chr12	-	916343	916820	916343	916483	916638	916820	10116	26,46	77,101	79,127	32,33	254	99	0	0.0	0.116,0.151	0.49,0.6	-0.411
10117	"ENSG00000002016"	"RAD52"	chr12	-	916343	916820	916343	916532	916638	916820	10117	18,30	19,6	69,110	4,11	205	99	0.00156924010302	0.00649320422252297	0.314,0.707	0.893,0.828	-0.35
10118	"ENSG00000002016"	"RAD52"	chr12	-	916343	916820	916343	916535	916638	916820	10118	18,29	7,11	69,108	0,5	202	99	2.33223371726e-08	3.279850086652228e-07	0.558,0.564	1.0,0.914	-0.396
10119	"ENSG00000002016"	"RAD52"	chr12	-	926795	927263	926795	926946	927144	927263	10119	52,68	10,10	11,24	1,0	297	99	0.000326881693201	0.0016816973509547447	0.634,0.694	0.786,1.0	-0.229
10120	"ENSG00000002016"	"RAD52"	chr12	-	929818	930144	929818	929886	929972	930144	10120	70,78	2,0	17,22	0,0	185	99	0.491441630647	0.7284233463817442	0.949,1.0	1.0,1.0	-0.026
10121	"ENSG00000002016"	"RAD52"	chr12	-	929763	930144	929763	929886	930050	930144	10121	95,94	45,70	24,34	49,45	263	99	3.90232171074e-05	0.00025672818961449767	0.443,0.336	0.156,0.221	0.201
10123	"ENSG00000172602"	"RND1"	chr12	-	48860996	48862118	48860996	48861131	48862008	48862118	10123	12,5	41,37	9,10	72,77	976	99	0.205513879607	0.3789607189790248	0.029,0.014	0.013,0.013	0.009
10124	"ENSG00000159403"	"C1R"	chr12	-	7088838	7089489	7088838	7088986	7089292	7089489	10124	12,2	4,6	6,0	29,6	405	99	0.00472069191451	0.016705317934313842	0.423,0.075	0.048,0.0	0.225
10125	"ENSG00000159403"	"C1R"	chr12	-	7091451	7092441	7091451	7091680	7092386	7092441	10125	6,0	1,12	26,7	29,11	805	99	0.234876138431	0.4199555690078555	0.425,0.0	0.099,0.073	0.127
10127	"ENSG00000089692"	"LAG3"	chr12	+	6777790	6778455	6777790	6777921	6778243	6778455	10127	4,4	5,2	19,11	4,0	421	99	0.00649598276416	0.021948116896244624	0.158,0.32	0.528,1.0	-0.525
10129	"ENSG00000105409"	"ATP1A3"	chr19	-	41966581	41967340	41966581	41966965	41967248	41967340	10129	187,170	156,195	275,433	290,227	382	99	0.140463616896	0.2794791211184473	0.237,0.184	0.197,0.331	-0.054
10133	"ENSG00000140682"	"TGFB1I1"	chr16	+	31474562	31476185	31474562	31474757	31476011	31476185	10133	14,21	0,0	31,13	2,0	1353	99	0.477101136478	0.713940172619881	1.0,1.0	0.531,1.0	0.234
10134	"ENSG00000136003"	"ISCU"	chr12	+	108564059	108564392	108564059	108564155	108564278	108564392	10134	218,249	73,70	121,135	79,89	222	99	6.62587609768e-06	5.304137535871013e-05	0.571,0.613	0.406,0.403	0.187
10135	"ENSG00000127328"	"RAB3IP"	chr12	+	69812777	69813033	69812777	69812877	69812963	69813033	10135	27,25	114,133	16,18	195,205	185	99	0.000307902141931	0.0015968285143021016	0.112,0.091	0.042,0.045	0.058
10136	"ENSG00000186815"	"TPCN1"	chr12	+	113288162	113288847	113288162	113288234	113288757	113288847	10136	171,236	26,42	133,129	36,25	622	99	0.135266227396	0.2716263722605125	0.511,0.472	0.37,0.451	0.081
10137	"ENSG00000186815"	"TPCN1"	chr12	+	113291873	113293073	113291873	113291958	113292933	113293073	10137	175,252	123,139	142,116	121,76	1074	99	0.189848258772	0.3555105588312361	0.116,0.143	0.098,0.123	0.019
10139	"ENSG00000139428"	"MMAB"	chr12	-	109561039	109561329	109561039	109561104	109561242	109561329	10139	17,17	185,223	35,16	208,197	237	99	0.0995202920757	0.21250639013507938	0.037,0.031	0.066,0.033	-0.015
10140	"ENSG00000137343"	"ATAT1"	chr6	+	30642767	30644679	30642767	30643011	30643528	30644679	10140	290,377	39,29	254,273	16,7	616	99	0.00583452304747	0.020034103109038456	0.544,0.676	0.718,0.862	-0.18
10141	"ENSG00000137343"	"ATAT1"	chr6	+	30645894	30646109	30645894	30645974	30646066	30646109	10141	75,114	126,167	66,44	96,142	191	99	0.126812483208	0.2581408422358576	0.236,0.261	0.263,0.138	0.048
10142	"ENSG00000137343"	"ATAT1"	chr6	+	30646066	30646823	30646066	30646109	30646468	30646823	10142	193,295	118,176	169,137	76,106	458	99	0.941763050147	1.0	0.261,0.266	0.325,0.218	-0.008
